u0041 16929,4955|16929,5314
uci 16886,285|16887,283|16889,276|16890,283|16891,283|16892,402|16893,285|16894,281|16895,285|16896,285|16897,402|16898,283|16899,599|16900,211|16901,285|16902,281|16903,540|16903,922|16903,1241|16904,402|16905,238|16906,211|16907,278|16908,281|16909,281|16910,281|16911,211|16912,276|16913,238|16915,276|16916,211|16917,211|16918,278|16920,283|16921,599|16922,278|16923,238|16924,285|16925,276|16926,276|16928,211|16930,238|16931,402|16932,599|16933,276|16934,283|16937,278|16938,402|16939,238|16940,285|16941,283|16942,238|16943,2658|16944,276|16945,599|16946,456411|16946,456483|16946,456559|16946,456645|16946,456735|16946,456832|16946,456936|16946,457036|16946,457126|16946,457223|16946,457327|16946,457427|16946,457517|16946,457614|16946,457718|16946,457818|16946,457908|16946,458005|16946,458109|16947,278|16948,211|16949,281|16950,599|16952,238|16953,276|16955,599|16957,599|16958,238|16959,211|16960,402|16961,599|16962,238|16963,278|16964,283|16966,281|16967,278|16968,283|16969,281|16970,278|16971,285|16972,281|16973,276|16974,402|16975,402|16976,285|16977,278|16978,211|16979,599|16980,402|16983,2307|16984,2307|16985,2519|16985,7592|16985,7771|16985,8606|16985,12401|16985,13787|16987,2519|16987,7592|16987,7771|16987,8606|16987,12401|16987,13787|16991,2375|16993,52|16994,1022|16994,2191|16994,2285|16994,2395|16994,2483|16999,2179|16999,2371|16999,2422|16999,2485|17000,1395|17000,1542|17002,1800|17003,4111|17003,4221|17003,6071|17004,1016|17004,2438|17005,1128|17005,1396|17005,2023|17005,4400|17006,1108|17008,1067|17008,1096|17008,1190|17008,2051|17008,2135|17008,2181|17008,2471|17009,4832|17009,6891|17009,12030|17009,15813|17017,622|17017,744|17022,622|17022,744|17023,54|17024,4832|17024,6891|17024,12030|17024,15813|17025,4|17025,52|17025,115|17025,325|17026,5|17026,52|17026,115|17026,250|17026,299|17026,397|17026,519|17026,949|17026,992|17027,4|17027,51|17027,114|17028,5|17028,52|17028,115|17029,3|17029,53|17029,115|17029,338|17045,1096|17045,1164|17083,1685|17100,1021|17154,1270|17161,704|17199,746|17199,1843|17200,1285|17200,1331|17228,2351|17239,1083|17239,1200|17252,997|17252,1971|17252,2203|17264,2501|17264,2569|17270,1822|17296,1135|17311,1680|17321,1627|17374,1963|17390,1154|17411,1125|17411,1242|17418,2202|17430,1493|17571,1054|17571,1122|17572,679|17572,708|17583,5702|17603,14218|17658,1092|17708,5702|17768,698|17768,781|17857,2459|17857,2488|17878,1483|17879,1465|17887,2467|17893,722|17909,1802|17924,699|17924,812|17936,1483|17981,832|17999,966|17999,2978|17999,3343|17999,3668|17999,3890|18171,1221|18204,51|18261,704|18262,2753|18301,1123|18315,1135|18334,2381|18334,2463|18379,1134|18410,746|18451,1627|18474,1589|18474,1706|18481,1379|18542,2887|18542,3519|18551,32|18551,671|18551,745|18551,1005|18551,1156|18551,1822|18555,1505|18555,1692|18636,1154|18653,1350|18654,1942|18682,2339|18682,2421|18697,3860|18699,836|18726,8|18726,658|18726,781|18726,2103|18816,802|18825,1228|18847,2417|18847,2446|18865,789|18870,14218|18892,1388|18922,810|18989,1844|18997,699|18997,812|19017,1631|19046,7128|19057,852|19062,1430|19066,659|19066,688|19147,2225|19164,1191|19172,30|19172,667|19172,702|19178,1183|19178,1265|19181,54|19181,80|19181,289|19181,364|19181,1032|19181,1441|19181,1874|19181,2029|19181,2201|19181,2380|19181,2741|19181,3042|19181,3841|19181,3899|19182,54|19182,80|19182,289|19182,364|19182,1032|19182,1441|19182,1874|19182,2029|19182,2201|19182,2380|19182,2741|19182,3042|19182,3841|19182,3899|19183,2040|19183,2249|19183,8342|19183,8868|19183,8903|19184,445|19185,1684|19185,1988|19185,15661|19185,15768|19185,15828|19185,16123|19185,16158|19186,11710|19186,11839|19186,11976|19186,12109|19186,12278|19186,12412|19187,1233|19187,1343|19187,1478|19187,8410|19187,8506|19187,8551|19187,8594|19187,8875|19187,8910|19188,445|19190,11710|19190,11839|19190,11976|19190,12109|19190,12278|19190,12412|19191,1448|19191,1803|19191,1915|19191,2275|19191,2310|19192,720|19192,948|19192,1071|19192,1381|19192,1789|19192,2096|19192,2592|19193,1233|19193,1343|19193,1478|19193,8410|19193,8506|19193,8551|19193,8594|19193,8875|19193,8910|19194,2040|19194,2249|19194,8342|19194,8868|19194,8903|19195,1448|19195,1803|19195,1915|19195,2275|19195,2310|19196,1293|19196,1433|19196,1683|19196,1738|19196,2490|19198,51|19199,720|19199,948|19199,1071|19199,1381|19199,1789|19199,2096|19199,2592|19200,1393|19200,1499|19200,1542|19200,1587|19200,1823|19200,1871|19200,2274|19200,2309|19201,1293|19201,1433|19201,1683|19201,1738|19201,2490|19202,1048|19203,1883|19203,2196|19203,3261|19203,3432|19203,3492|19203,3563|19203,4119|19203,4154|19204,1684|19204,1988|19204,15661|19204,15768|19204,15828|19204,16123|19204,16158|19205,1043|19206,1043|19208,1883|19208,2196|19208,3261|19208,3432|19208,3492|19208,3563|19208,4119|19208,4154|19209,1048|19211,1393|19211,1499|19211,1542|19211,1587|19211,1823|19211,1871|19211,2274|19211,2309|19215,266|19215,316|19215,402|19215,425|19215,500|19215,525|19215,597|19215,621|19215,701|19215,731|19215,807|19215,831|19221,192|19221,2454|19222,18236|19222,31975|19222,34117|19222,34138|19222,37585|19222,37818|19222,39551|19222,44501|19222,44773|19222,45058|19222,45320|19222,45564|19222,45783|19222,46067|19222,46284|19222,46545|19222,47036|19222,47240|19222,47446|19222,47703|19222,47953|19222,48171|19222,48406|19222,48661|19222,48882|19222,49139|19222,49370|19222,49670|19222,49939|19222,50169|19222,50426|19222,50678|19222,50956|19222,51211|19222,51480|19222,51703|19222,55455|19223,2559|19225,196|19225,2702|19226,2559|19227,2207|19228,5103|19229,56|19230,5103|19231,18236|19231,31975|19231,34117|19231,34138|19231,37585|19231,37818|19231,39551|19231,44501|19231,44773|19231,45058|19231,45320|19231,45564|19231,45783|19231,46067|19231,46284|19231,46545|19231,47036|19231,47240|19231,47446|19231,47703|19231,47953|19231,48171|19231,48406|19231,48661|19231,48882|19231,49139|19231,49370|19231,49670|19231,49939|19231,50169|19231,50426|19231,50678|19231,50956|19231,51211|19231,51480|19231,51703|19231,55455|19232,2207|19233,192|19233,2454|19234,271|19234,2535|19234,2671|19234,3050|19235,196|19235,2702|19236,271|19236,2535|19236,2671|19236,3050|19237,2379|19237,2567|19238,2379|19238,2567|19239,2379|19239,2567|19240,220|19245,832|19246,5409|19247,2901|19249,572|19251,942|19251,1185|19251,19186|19251,25507|19252,1338|19255,638|19257,638|19259,374|19260,1330|19261,567|19261,751|19261,962|19261,1200|19261,1405|19266,2175|19266,3396|19266,3516|19266,3765|19266,4034|19266,5242|19272,377|19274,372|19276,402|19276,1292|19276,1519|19276,1789|19280,375|19291,455|19300,52|19310,1960|19313,438|19314,2709|19316,373|19318,381|19321,375|19326,380|19333,319|19333,589|19334,3480|19345,1357|19347,374|19355,1509|19355,1566|19355,1633|19355,1712|19355,1769|19355,1836|19363,578|19363,1446|19388,772|19394,8|19394,369|19394,1020|19397,377|19398,3548|19398,3605|19398,3672|19398,3752|19398,3809|19398,3876|19403,379|19405,189|19416,371|19419,3378|19423,2237|19423,2294|19423,2361|19423,2440|19423,2497|19423,2564|19427,372|19427,648|19428,1009|19428,1129|19433,372|19436,377|19439,318|19443,1111|19445,368|19445,520|19447,379|19449,378|19449,530|19450,381|19450,533|19456,377|19456,653|19463,230|19465,374|19468,328|19470,378|19470,435|19470,502|19470,582|19470,639|19470,706|19515,21|19515,1863|19516,21|19516,266|19517,21|19517,615|19518,21|19518,254|19518,3854|19519,21|19519,285|19519,446|19519,462|19519,649|19520,21|19520,6352|19521,9149|19524,559|19524,700|19524,2772|19539,437|19542,482|19542,2580|19542,2866|19564,3492|19564,4682|19584,620|19584,743|19584,2301|19588,519|19602,1451|19616,4533|19627,615|19627,697|19631,493|19631,592|19631,908|19640,431|19646,448|19646,573|19655,211|19655,244|19659,431|19687,517|19692,495|19697,386|19697,2355|19711,3836|19720,479|19720,576|19737,519|19737,658|19737,2730|19737,3015|19745,364|19749,206|19749,759|19749,834|19752,228|19752,261|19752,286|19752,318|19756,308|19763,206|19763,759|19763,834|19764,2882|19768,536|19768,668|19768,2548|19769,206|19769,759|19769,834|19771,444|19774,258|19783,561|19783,695|19784,280|19784,387|19784,444|19784,498|19784,556|19784,585|19784,613|19784,644|19784,674|19817,308|19819,479|19819,2938|19849,938|19849,1037|19856,7161|19856,7306|19858,627|19860,218|19862,2032|19862,2087|19864,4382|19867,268|19868,833|19870,1758|19875,833|19876,1734|19878,1362|19878,3363|19879,627|19880,3099|19880,3166|19880,5799|19881,369|19885,1949|19885,2357|19889,628|19890,1564|19895,1758|19897,1589|19899,21938|19899,31633|19899,31699|19899,31746|19899,31796|19899,31964|19899,32010|19899,32870|19899,33170|19899,33709|19899,33973|19899,36274|19899,36698|19899,39354|19899,40698|19899,41001|19899,42219|19903,1221|19906,1572|19907,7271|19909,1734|19912,1572|19915,11|19915,898|19915,1011|19915,1240|19915,1298|19915,1317|19915,1686|19915,1699|19915,1773|19915,2127|19915,2450|19915,4225|19915,4436|19915,4967|19916,11|19917,11|19918,11|19918,314|19919,11|19920,11|19920,476|19921,11|19922,11|19923,11|19923,1276|19923,1953|19923,2657|19923,2880|19924,11|19924,260|19924,291|19924,356|19924,413|19924,457|19924,514|19924,568|19924,617|19924,678|19924,723|19924,773|19924,815|19924,872|19924,907|19924,946|19924,978|19925,274|19926,567|19927,290|19929,261|19930,289|19931,260|19932,598|19933,289|19934,291|19935,273|19936,351|19937,682|19938,613|19939,251|19941,248|19942,258|19944,236|19945,1839|19945,1976|19945,3563|19945,3618|19946,309|19947,259|19948,289|19949,280|19950,280|19951,289|19952,1397|19952,1528|19952,1837|19952,3423|19953,529|19953,599|19953,622|19953,1159|19953,1177|19953,1264|19956,2|19956,1661|19957,21|19957,71|19958,2|19958,895|19959,2|19959,895|19961,16|19961,103|19962,324|19964,47|19964,105|19964,175|19964,325|19964,452|19964,780|19964,2506|19964,3110|19964,3167|19964,3294|19964,3571|19964,3591|19964,3630|19965,47|19965,105|19965,175|19965,325|19965,452|19965,780|19965,2506|19965,3110|19965,3167|19965,3294|19965,3571|19965,3591|19965,3630|19966,522|19966,555|19966,2622|19966,2810|19966,2934|19966,10598|19966,10624|19966,10691|19966,13234|19967,4805|19968,560|19969,565|19969,668|19971,576|19971,667|19971,3129|19975,2316|19976,395|19976,2619|19976,3079|19976,3170|19976,3399|19976,3565|19980,448|19980,513|19980,814|19980,1155|19980,2964|19980,3401|19980,3875|19980,5732|19980,6429|19980,6520|19980,6625|19980,6963|19982,516|19982,573|19982,694|19982,2294|19982,5768|19982,11147|19982,11173|19982,11240|19982,15794|19982,15852|19982,17321|19983,800|19983,983|19984,59|19984,441|19985,434|19985,850|19985,1078|19985,1169|19985,1274|19988,1522|19989,1170|19990,629|19990,3774|19990,6643|19990,14525|19990,14845|19990,15688|19990,16008|19990,16034|19990,16162|19990,21808|19990,21867|19991,1786|19993,66|19995,674|19995,10730|19995,11957|19995,12190|19995,12216|19995,17633|19995,17692|19996,555|19996,793|19996,3034|19996,3236|19996,3359|19996,3822|19996,13753|19996,13779|19996,13846|19996,18400|19996,18458|19996,19927|19998,740|19998,894|19998,1206|19998,1355|19998,1373|19998,1554|19998,1572|19998,1625|19998,1728|19998,1834|19998,1925|19998,1943|19998,2016|19998,2098|19998,2190|19998,2281|19998,2375|19998,2456|19998,2563|19998,2630|19998,2700|19998,2799|19998,2948|19998,2991|19998,3227|20000,982|20000,1503|20000,1759|20001,555|20001,793|20001,3034|20001,3236|20001,3359|20001,3822|20001,13753|20001,13779|20001,13846|20001,18400|20001,18458|20001,19927|20002,30|20002,430|20002,859|20002,1100|20002,1524|20002,1574|20002,2033|20002,2182|20002,2523|20002,3854|20002,4406|20002,4497|20002,4602|20003,533|20003,595|20003,2984|20003,3107|20003,3581|20003,4261|20003,13009|20003,13035|20003,13102|20003,15741|20003,16087|20003,16441|20003,16691|20007,769|20007,15914|20007,17565|20007,17887|20007,17913|20007,18041|20007,23400|20007,23459|20014,7668|20014,7792|20014,10813|20014,22484|20014,22510|20014,22577|20014,27512|20015,1236|20016,535|20016,579|20016,2786|20016,2909|20016,4093|20016,11467|20016,11493|20016,11560|20016,14199|20016,14545|20016,14899|20016,15149|20017,6911|20017,10213|20017,12880|20017,12933|20017,14177|20017,14203|20017,14331|20018,4805|20019,20379|20019,21589|20019,21642|20019,21909|20019,22864|20019,22910|20019,23090|20019,28214|20019,28273|20042,593|20042,742|20042,1150|20042,1166|20042,1379|20042,1501|20042,1552|20042,1721|20042,2124|20042,2303|20056,344|20064,4604|20077,1129|20080,1062|20116,418|20116,439|20116,459|20116,479|20116,497|20116,515|20116,533|20134,1074|20170,1123|20197,334|20197,379|20197,403|20197,528|20197,640|20197,832|20197,1085|20197,1268|20197,1333|20197,1500|20197,1753|20197,1822|20197,1841|20216,194|20261,265|20261,302|20261,375|20261,458|20283,140|20290,55|20295,72|20295,115|20295,241|20295,1873|20296,72|20296,120|20296,238|20296,1862|20301,72|20301,115|20301,234|20301,1859|20302,72|20302,115|20302,234|20302,1853|20304,72|20304,115|20304,239|20304,1858|20309,5916|20311,72|20311,115|20311,278|20311,1940|20312,475|20314,61|20317,475|20318,5916
uci1 19991,445
uci178 19783,5014
ucicostum 20006,1027
ucinet 19990,6716
ucinetid 17025,267|17027,582|17029,280|19964,3191|19964,3330|19965,3191|19965,3330
uciplanar 20164,1017|20192,7881
uciprovid 17008,1754
uciroundt 17009,15756|17024,15756
ucirvin 19871,1201|19871,1437
ucla 16899,437|16921,169|16932,437|16945,469|16946,461331|16946,461404|16946,461484|16946,461571|16946,461662|16946,461760|16946,461865|16946,461966|16946,462057|16946,462155|16946,462260|16946,462361|16946,462437|16946,462523|16946,462613|16946,462709|16946,462812|16946,462922|16950,521|16955,201|16957,201|16961,117|16979,201|17689,2725|17752,826|17892,1765|18656,2683|19675,4876|19676,4954|19913,357|19964,2332|19965,2332|20082,780|20116,553|20116,574|20116,595|20116,618|20116,638|20116,661|20116,677|20116,693|20116,711|20116,730|20116,755|20197,56|20197,312|20197,546|20197,702|20197,723|20197,809|20197,867|20197,1160|20197,1478|20197,1674|20197,1716|20197,1806|20197,1856|20216,473|20283,5058|20299,4869|20300,4856|20306,4867|20312,5111|20313,4856|20315,4837|20317,5111
ucm 16946,24840724|16946,24840837|16946,24840956|16946,24841082|16946,24841215|16946,24841344|16946,24841461|16946,24841585|16946,24841716|16946,24841843|16946,24841962|16946,24842088|16946,24842221|16946,24842350|16946,24842467|16946,24842591|16946,24842722|16946,24842849|16946,24842966|16946,24843090|16946,24843221|16946,24843348|16946,24843465|16946,24843589|16946,24843720|16946,24843847|16946,24843964|16946,24844088|16946,24844219|16946,24844346|16946,24844463|16946,24844587|16946,24844718|16946,24844845|16946,24844962|16946,24845086|16946,24845217|16946,24845344|16946,24845463|16946,24845589|16946,24845722|16946,24845851|16946,24845968|16946,24846092|16946,24846223|20171,572|20171,742
ucop 17028,258|17028,264
ucr 20116,801|20197,99|20197,126|20197,1544|20229,450|20283,2010
ucrth 20164,334|20192,2772
ucsb 18052,1134|19956,1376|20216,489
ucsc 16983,1502|16983,4236|16983,4404|16983,4775|16984,1502|16984,4236|16984,4404|16984,4775|19956,1561|19991,3854
ucsd 17131,766|17444,1235|17448,1193|17607,1065|17621,1051|17730,6607|17887,2552|17948,766|18057,1586|18112,1672|18137,1586|18417,2598|18604,1019|18653,1341|18660,2044|18699,827|18922,801|19057,843|19100,6607|19164,1131|19793,3519|19956,1296|19956,1363|20116,819|20116,838|20116,859|20116,882|20116,911|20116,932|20116,959|20116,976|20116,1001|20116,1026|20116,1051|20116,1074|20116,1095|20116,1118|20116,1141|20197,172|20197,219|20197,265|20197,288|20197,355|20197,439|20197,489|20197,591|20197,848|20197,1249|20197,1292|20197,1314|20197,1432|20197,1606|20197,1651|20197,1697|20197,1735|20216,392|20216,468|20283,437|20283,7148|20283,9101|20283,11472
uctool 16946,5386857|16946,5386935|16946,5386942|16946,5387020|16946,5387027|16946,5387109|16946,5387116|16946,5387205|16946,5387212|16946,5387308|16946,5387315|16946,5387407|16946,5387414|16946,5387505|16946,5387512|16946,5387607|16946,5387614|16946,5387716|16946,5387723|16946,5387832|16946,5387839
ucword 19847,457|19847,5346|19847,5441|19847,5567
uday 17417,634|17417,697|17417,771|17420,2482|17420,2550|17420,2605|17586,676|17586,739|17586,813|18161,19|18161,655|18161,724|18161,799|18161,1333|18161,2091|18161,2968|18161,3068|18161,3102|18161,3210|18161,3366|18161,4202|18161,4416|18307,1073|18450,1176|18713,2524|18713,2592|18713,2647|18865,1084|18865,1147|18865,1221|19066,1376|19066,1444|19066,1499
udaya 18987,2778|18987,5341
udc 16946,39818866|16946,39818951|16946,39819042|16946,39819140|16946,39819245|16946,39819346|16946,39819439|16946,39819539|16946,39819646|16946,39819749|16946,39819842|16946,39819942|16946,39820049|16946,39820152|16946,39820245|16946,39820345|16946,39820452|16946,39820555|16946,39820652|16946,39820756|16946,39820867|16946,39820974|16946,39821067|16946,39821167|16946,39821274|16946,39821377|16946,39821470|16946,39821570|16946,39821677|16946,39821780|16946,39821873|16946,39821973|16946,39822080|16946,39822183|16946,39822276|16946,39822376|16946,39822483|16946,39822586|16946,39822679|16946,39822779|16946,39822886|16946,39822989|16946,39823078|16946,39823174|16946,39823277|16946,39823376|16946,39823469|16946,39823569|16946,39823676|16946,39823779|16946,39823872|16946,39823972|16946,39824079|16946,39824182|16946,39824271|16946,39824367|16946,39824470|16946,39824569|16946,39824660|16946,39824758|16946,39824863|16946,39824964|16946,39825053|16946,39825149|16946,39825252|16946,39825351|16946,39825444|16946,39825544|16946,39825651|16946,39825754|16946,39825851|16946,39825955|16946,39826066|16946,39826173|16946,39826266|16946,39826366|16946,39826473|16946,39826576|16946,39826669|16946,39826769|16946,39826876|16946,39826979|16946,39827068|16946,39827164|16946,39827267|16946,39827366|16946,39827459|16946,39827559|16946,39827666|16946,39827769|16946,39827862|16946,39827962|16946,39828069|16946,39828172|16946,39828269|16946,39828373|16946,39828484|16946,39828591|16946,39828688|16946,39828792|16946,39828903|16946,39829010|16946,39829107|16946,39829211|16946,39829322|16946,39829429|16946,39829522|16946,39829622|16946,39829729|16946,39829832|16946,39829929|16946,39830033|16946,39830144|16946,39830251|16946,39830342|16946,39830440|16946,39830545|16946,39830646|16946,39830739|16946,39830839|16946,39830946|16946,39831049|16946,39831140|16946,39831238|16946,39831343|16946,39831444|16946,39831533|16946,39831629|16946,39831732|16946,39831831|16946,39831922|16946,39832020|16946,39832125|16946,39832226|16946,39832319|16946,39832419|16946,39832526|16946,39832629|16946,39832720|16946,39832818|16946,39832923|16946,39833024|16946,39833117|16946,39833217|16946,39833324|16946,39833427|16946,39833524|16946,39833628|16946,39833739
uddi 16946,6817408|16946,6817502|16946,6817603|16946,6817711|16946,6817826|16946,6817927|16946,6818035|16946,6832118|16946,6832208|16946,6832302|16946,6832403|16946,14190215|16946,14190310|16946,14190409|16946,14190515|16946,14190628|16946,14190737|16946,14190840|16946,14190950|16946,14191067|16946,14191180|16946,14191286|16946,14191399|16946,14191519|16946,14191635|16946,14191740|16946,14191852|16946,14191971|16946,14192086|16946,14192185|16946,14192291|16946,14192404|16946,40120269|16946,40120363|16946,40120468|16946,40120580|16946,40120699|16946,40120814|16946,40120920|16946,40121033|16946,40121153|16946,40121257|16946,40121368|16946,40121486|16946,40130901|16946,40130992|16946,40131089|16946,40131193|16946,40131304|16946,40131411|16946,40131513|16946,40131622|16946,40131738|16946,40131850|16946,40131947|16946,40132051|16946,40132162|16946,40132269|16946,40132372|16946,40132482|16946,40132599|16946,40132696|16946,40132800|16946,40132911|16946,40133018|16946,40133119|16946,40133227|16946,40133342|16946,40133453|16946,40133550|16946,40133654|16946,40133765|16946,40133872|16946,40133969|16946,40134073|16946,40134184|16946,40134291|16946,40134388|16946,40134492|16946,40134603|16946,40134710|16946,40134807|16946,40134911|16946,40135022|16946,40135129|16946,40135226|16946,40135330|16946,40135441|16946,40135548|16946,40135645|16946,40135749|16946,40135860|16946,40135967|16946,40136057|16946,40136153|16946,40136256|16946,40136366|16946,40136472|16946,40136573|16946,40136681|16946,40136796|16946,40136907|16946,40137003|16946,40137106|16946,40137216|16946,40137322|16946,40137424|16946,40137533|16946,40137649|16946,40137745|16946,40137848|16946,40137958|16946,40138064|16946,40138164|16946,40138271|16946,40138385|16946,40138495|16946,40138591|16946,40138694|16946,40138804|16946,40138910|16946,40139006|16946,40139109|16946,40139219|16946,40139325|16946,40139421|16946,40139524|16946,40139634|16946,40139740|16946,40139836|16946,40139939|16946,40140049|16946,40140155|16946,40140251|16946,40140354|16946,40140464|16946,40140570|16946,40140666|16946,40140769|16946,40140879|16946,40140985|16946,40141081|16946,40141183|16946,40141292|16946,40141408|16946,40141520|16946,40141622|16946,40141731|16946,40141847|16946,40141959|16946,40142061|16946,40142170|16946,40142286|16946,40142398|16946,40142500|16946,40142609|16946,40142725|16946,40142837|16946,40142939|16946,40143048|16946,40143164|16946,40143276|16946,40143378|16946,40143487|16946,40143603|16946,40143715|16946,40143817|16946,40143926|16946,40144042|16946,40144154|16946,40144256|16946,40144365|16946,40144481|16946,40144593|16946,40144695|16946,40144804|16946,40144920|16946,46606989|16946,46607091|16946,46607197|16946,46607310|16946,46891181|16946,46891296|16946,46891420|16946,46891551|16946,46891689|16946,46891823|16946,46891944|16946,46892072|16946,46892207|16946,46892338|16946,46892459|16946,46892587|16946,46892722|16946,46910555|16946,46910667|16946,46910790|16946,46910920|16946,46911057|16946,46945076|16946,46945186|16946,46945302|16946,46945425|16946,46945555|16946,46945681|16946,46945797|16946,46945920|16946,46946050|16946,46946176|16946,46946292|16946,46946415|16946,46946545|16946,46946661|16946,46946784|16946,46946914|16946,46947030|16946,46947153|16946,46947283|16946,46947409|16946,46947525|16946,46947648|16946,46947778|16946,46947904|16946,46948020|16946,46948143|16946,46948273|16946,46948389|16946,46948512|16946,46948642|16946,46948756|16946,46948877
